,date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy,dia_ou_noite,media_movel_5
1,2015-02-04 17:51:00,23.18,27.272,426.0,721.25,0.00479298817650529,1,1,
2,2015-02-04 17:51:59,23.15,27.2675,429.5,714.0,0.00478344094931065,1,1,
3,2015-02-04 17:53:00,23.15,27.245,426.0,713.5,0.00477946352442199,1,1,
4,2015-02-04 17:54:00,23.15,27.2,426.0,708.25,0.00477150882608175,1,1,
5,2015-02-04 17:55:00,23.1,27.2,426.0,704.5,0.004756992933315179,1,1,
6,2015-02-04 17:55:59,23.1,27.2,419.0,701.0,0.004756992933315179,1,1,23.138333333333332
7,2015-02-04 17:57:00,23.1,27.2,419.0,701.666666666667,0.004756992933315179,1,1,23.124999999999996
8,2015-02-04 17:57:59,23.1,27.2,419.0,699.0,0.004756992933315179,1,1,23.11666666666666
9,2015-02-04 17:58:59,23.1,27.2,419.0,689.333333333333,0.004756992933315179,1,1,23.108333333333324
10,2015-02-04 18:00:00,23.075,27.175,419.0,688.0,0.00474535071966655,1,2,23.09583333333332
11,2015-02-04 18:01:00,23.075,27.15,419.0,690.25,0.00474095189694268,1,2,23.091666666666654
12,2015-02-04 18:02:00,23.1,27.1,419.0,691.0,0.00473937073052061,1,2,23.091666666666654
13,2015-02-04 18:03:00,23.1,27.1666666666667,419.0,683.5,0.00475111875560951,1,2,23.091666666666654
14,2015-02-04 18:04:00,23.05,27.15,419.0,687.5,0.0047337317970825,1,2,23.083333333333325
15,2015-02-04 18:04:59,23.0,27.125,419.0,686.0,0.00471494214590473,1,2,23.06666666666666
16,2015-02-04 18:06:00,23.0,27.125,418.5,680.5,0.00471494214590473,1,2,23.05416666666666
17,2015-02-04 18:07:00,23.0,27.2,0.0,681.5,0.0047280779496687705,0,2,23.04166666666666
18,2015-02-04 18:08:00,22.945,27.29,0.0,685.0,0.00472795137178073,0,2,23.01583333333333
19,2015-02-04 18:08:59,22.945,27.39,0.0,685.0,0.0047454083970941,0,2,22.989999999999995
20,2015-02-04 18:10:00,22.89,27.39,0.0,689.0,0.00472950615591001,0,2,22.963333333333328
21,2015-02-04 18:10:59,22.89,27.39,0.0,689.5,0.00472950615591001,0,2,22.944999999999993
22,2015-02-04 18:11:59,22.89,27.39,0.0,689.0,0.00472950615591001,0,2,22.92666666666666
23,2015-02-04 18:13:00,22.89,27.445,0.0,691.0,0.00473907551474663,0,2,22.90833333333332
24,2015-02-04 18:14:00,22.89,27.5,0.0,688.0,0.00474864516581148,0,2,22.899166666666655
25,2015-02-04 18:15:00,22.89,27.5,0.0,689.5,0.00474864516581148,0,2,22.889999999999986
26,2015-02-04 18:16:00,22.79,27.445,0.0,689.0,0.00471022404680625,0,2,22.873333333333317
27,2015-02-04 18:16:59,22.79,27.5,0.0,685.666666666667,0.004719734999149521,0,2,22.856666666666644
28,2015-02-04 18:17:59,22.79,27.5,0.0,687.0,0.004719734999149521,0,2,22.839999999999975
29,2015-02-04 18:19:00,22.79,27.5,0.0,688.0,0.004719734999149521,0,2,22.823333333333306
30,2015-02-04 18:20:00,22.745,27.5,0.0,670.0,0.0047067761580489,0,2,22.79916666666664
31,2015-02-04 18:21:00,22.7,27.463333333333303,0.0,668.666666666667,0.00468754308384392,0,2,22.767499999999973
32,2015-02-04 18:22:00,22.7,27.5,0.0,670.0,0.00469384871410812,0,2,22.752499999999973
33,2015-02-04 18:23:00,22.7,27.5,0.0,667.0,0.00469384871410812,0,2,22.737499999999972
34,2015-02-04 18:23:59,22.6666666666667,27.426666666666698,0.0,664.5,0.004671707764617511,0,2,22.716944444444422
35,2015-02-04 18:24:59,22.7,27.6,0.0,670.0,0.00471104653252311,0,2,22.701944444444422
36,2015-02-04 18:26:00,22.6,27.426666666666698,0.0,670.333333333333,0.00465269945869772,0,2,22.677777777777752
37,2015-02-04 18:27:00,22.6,27.39,0.0,672.0,0.0046464328065348,0,2,22.661111111111087
38,2015-02-04 18:28:00,22.6,27.356666666666698,0.0,658.0,0.00464073595878431,0,2,22.64444444444442
39,2015-02-04 18:29:00,22.6,27.445,0.0,660.5,0.00465583283178072,0,2,22.627777777777755
40,2015-02-04 18:29:59,22.6,27.426666666666698,0.0,658.0,0.00465269945869772,0,2,22.616666666666635
41,2015-02-04 18:30:59,22.6,27.445,0.0,655.0,0.00465583283178072,0,2,22.59999999999997
42,2015-02-04 18:32:00,22.6,27.445,0.0,654.25,0.00465583283178072,0,2,22.59999999999997
43,2015-02-04 18:33:00,22.6,27.39,0.0,648.0,0.0046464328065348,0,2,22.59999999999997
44,2015-02-04 18:34:00,22.5,27.323333333333302,0.0,648.666666666667,0.004606763202978321,0,2,22.583333333333304
45,2015-02-04 18:35:00,22.5,27.445,0.0,646.0,0.00462742903214501,0,2,22.566666666666638
46,2015-02-04 18:36:00,22.5,27.5,0.0,646.0,0.00463677156669758,0,2,22.549999999999972
47,2015-02-04 18:36:59,22.5,27.445,0.0,641.5,0.00462742903214501,0,2,22.533333333333307
48,2015-02-04 18:38:00,22.39,27.29,0.0,639.0,0.00457021208799111,0,2,22.49833333333331
49,2015-02-04 18:39:00,22.5,27.5,0.0,640.0,0.00463677156669758,0,2,22.481666666666644
50,2015-02-04 18:40:00,22.39,27.34,0.0,630.5,0.00457864714513976,0,2,22.46333333333331
51,2015-02-04 18:40:59,22.39,27.356666666666698,0.0,629.333333333333,0.0045814588813251,0,2,22.444999999999975
52,2015-02-04 18:42:00,22.39,27.5,0.0,632.0,0.00460564085426059,0,2,22.426666666666637
53,2015-02-04 18:42:59,22.39,27.5,0.0,636.5,0.00460564085426059,0,2,22.408333333333303
54,2015-02-04 18:43:59,22.39,27.5,0.0,627.5,0.00460564085426059,0,2,22.408333333333303
55,2015-02-04 18:45:00,22.39,27.39,0.0,626.0,0.0045870824294015,0,2,22.38999999999997
56,2015-02-04 18:46:00,22.39,27.5,0.0,625.5,0.00460564085426059,0,2,22.38999999999997
57,2015-02-04 18:47:00,22.34,27.39,0.0,623.5,0.0045730503494798205,0,2,22.381666666666632
58,2015-02-04 18:48:00,22.39,27.463333333333303,0.0,624.666666666667,0.0045994545904935605,0,2,22.381666666666632
59,2015-02-04 18:49:00,22.39,27.39,0.0,622.0,0.0045870824294015,0,2,22.381666666666632
60,2015-02-04 18:49:59,22.29,27.39,0.0,621.0,0.00455905614852278,0,2,22.364999999999963
61,2015-02-04 18:51:00,22.34,27.39,0.0,626.5,0.0045730503494798205,0,2,22.356666666666626
62,2015-02-04 18:52:00,22.29,27.39,0.0,622.0,0.00455905614852278,0,2,22.339999999999957
63,2015-02-04 18:53:00,22.39,27.39,0.0,620.0,0.0045870824294015,0,2,22.348333333333287
64,2015-02-04 18:53:59,22.29,27.39,0.0,621.5,0.00455905614852278,0,2,22.33166666666662
65,2015-02-04 18:55:00,22.29,27.356666666666698,0.0,616.333333333333,0.00455346720904263,0,2,22.31499999999995
66,2015-02-04 18:55:59,22.29,27.34,0.0,609.0,0.00455067277669262,0,2,22.31499999999995
67,2015-02-04 18:56:59,22.29,27.39,0.0,614.0,0.00455905614852278,0,2,22.306666666666615
68,2015-02-04 18:58:00,22.29,27.34,0.0,613.5,0.00455067277669262,0,2,22.306666666666615
69,2015-02-04 18:59:00,22.29,27.34,0.0,611.0,0.00455067277669262,0,2,22.289999999999946
